Ort;Zusatz;Plz;Vorwahl;Bundesland
Guttau;, Sachs;2694;35932;Sachsen
Guttenberg;, Oberfr;95358;9225;Bayern
Gutweiler;;54317;6588;Rheinland-Pfalz
Gützkow;b Greifswald;17506;38353;Mecklenburg-Vorpommern
Guxhagen;;34302;5665;Hessen
Gyhum;;27404;4286;Niedersachsen
Haag;, Oberbay;83527;8072;Bayern
Haag;a d Amper;85410;8167;Bayern
Haag;, Oberfr;95473;9201;Bayern
Haage;b Nauen;14662;33238;Brandenburg
Haagwiesen;;73107;;Baden-Württemberg
Haale;;24819;4874;Schlewig-Holstein
Haan;, Rheinl;42781;2129;Nordrhein-Westfalen
Haar;b Neuhaus, Elbe;19273;38841;Niedersachsen
Haar;, Kr München;85540;89;Bayern
Haar;, Kr München;85540;89;Bayern
Haarbach;, Niederbay;94542;8535;Bayern
Haarberg;b Erfurt;99102;361;Thüringen
Haarberg;b Erfurt;99102;361;Thüringen
Haaren;b Bad Wilsnack;19336;38791;Brandenburg
Haasow;;3058;355;Brandenburg
Habach;, Oberbay;82392;8856;Bayern
Habaching;;82392;8847;Bayern
Habel;b Oland, Hallig;25869;;Schlewig-Holstein
Haberhof;, Württ;74632;7942;Baden-Württemberg
Habichtswald;;34317;5606;Hessen
Habighorst;;29359;5142;Niedersachsen
Habscheid;;54597;6556;Rheinland-Pfalz
Haby;;24361;4356;Schlewig-Holstein
Hachelbich;;99706;3632;Thüringen
Hachenburg;;57627;2662;Rheinland-Pfalz
Hachtsee;;82392;8847;Bayern
Hackenheim;;55546;671;Rheinland-Pfalz
Hackermoos;, Gem Hebertshausen;85764;89;Bayern
Hackpfüffel;;6528;34656;Sachsen-Anhalt
Hadamar;, Westerw;65589;6433;Hessen
Hädchenshof;;23996;38423;Mecklenburg-Vorpommern
Hademstorf;;29693;5071;Niedersachsen
Hadenfeld;;25560;4892;Schlewig-Holstein
Hadmersleben;;39398;39408;Sachsen-Anhalt
Hafenlohr;;97840;9391;Bayern
Haferungen;;99735;36335;Thüringen
Haftelhof;;76889;6342;Rheinland-Pfalz
Hage;, Ostfriesl;26524;4938;Niedersachsen
Hagebök;;23974;38426;Mecklenburg-Vorpommern
Häg-Ehrsberg;;79685;7625;Baden-Württemberg
Hagelberg;;14806;33841;Brandenburg
Hagelstadt;;93095;9453;Bayern
Hagen;b Bad Bramstedt;24576;4192;Schlewig-Holstein
Hagen;b Bremerhaven;27628;4746;Niedersachsen
Hagen;am Teutoburger Wald;49170;5401;Niedersachsen
Hagen;, Westf;58089;2331;Nordrhein-Westfalen
Hagen;, Westf;58091;2331;Nordrhein-Westfalen
Hagen;, Westf;58093;2331;Nordrhein-Westfalen
Hagen;, Westf;58095;2331;Nordrhein-Westfalen
Hagen;, Westf;58097;2331;Nordrhein-Westfalen
Hagen;, Westf;58099;2331;Nordrhein-Westfalen
Hagen;, Westf;58119;2331;Nordrhein-Westfalen
Hagen;, Westf;58135;2331;Nordrhein-Westfalen
Hägen;;25779;4836;Schlewig-Holstein
Hagenbach;, Pfalz;76767;7273;Rheinland-Pfalz
Hagenberg;b Frauenneuharting;83565;8092;Bayern
Hagenbüchach;;91469;9101;Bayern
Hagenburg;b Wunstorf;31558;5033;Niedersachsen
Hagenow;;19230;3883;Mecklenburg-Vorpommern
Hagenow Heide;;19230;3883;Mecklenburg-Vorpommern
Hagermarsch;;26524;4938;Niedersachsen
Hagnau;am Bodensee;88709;7532;Baden-Württemberg
Hahausen;;38729;5383;Niedersachsen
Hahn;am See;56244;6435;Rheinland-Pfalz
Hahn;bei Marienberg;56472;2661;Rheinland-Pfalz
Hahn;, Hunsrück;56850;6543;Rheinland-Pfalz
Hahnbach;, Oberpf;92256;9664;Bayern
Hähnen;, Gem Dattenberg;53562;;Rheinland-Pfalz
Hahnenbach;;55606;6752;Rheinland-Pfalz
Hahnenhorst;;19395;38738;Mecklenburg-Vorpommern
Hahnenkrug;, Gem Lottorf;24884;;Schlewig-Holstein
Hahnenmühle;b Fichtenau;74579;;Baden-Württemberg
Hahn-Flughafen;, Gem Lautzenhausen;55483;;Rheinland-Pfalz
Hahnheim;;55278;6737;Rheinland-Pfalz
Hähnichen;;2923;35894;Sachsen
Hahnstätten;;65623;6430;Rheinland-Pfalz
Hahnweiler;;55776;6789;Rheinland-Pfalz
Haibach;, Unterfr;63808;6021;Bayern
Haibach;, Niederbay;94353;9963;Bayern
Haida;b Elsterwerda;4910;3533;Brandenburg
Haidemühl;;3130;35751;Brandenburg
Haiden;b Gars Bahnhof;83555;8073;Bayern
Haidmühle;, Niederbay;94145;8556;Bayern
Haiger;;35708;2773;Hessen
Haigerloch;;72401;7474;Baden-Württemberg
Haimhausen;, Oberbay;85778;8133;Bayern
Haiming;, Kr Altötting;84533;8678;Bayern
Hain;b Zeulenroda;7957;36625;Thüringen
Haina;(Kloster);35114;6456;Hessen
Haina;b Meiningen;98631;36948;Thüringen
Haina;b Gotha, Thür;99869;36254;Thüringen
Hainau;;56357;6772;Rheinland-Pfalz
Hainburg;, Hess;63512;6182;Hessen
Hainewalde;;2779;35841;Sachsen
Hainfeld;, Pfalz;76835;6323;Rheinland-Pfalz
Hainhof;b Landstuhl;66916;6386;Rheinland-Pfalz
Hainichen;b Jena;7778;36427;Thüringen
Hainichen;, Sachs;9661;37207;Sachsen
Hainrode;b Sangerhausen;6528;34656;Sachsen-Anhalt
Hainrode;b Nordhausen;99735;36334;Thüringen
Hainsfarth;;86744;9082;Bayern
Hainspitz;;7607;36691;Thüringen
Haiterbach;, Württ;72221;7456;Baden-Württemberg
Hakeborn;;39448;39268;Sachsen-Anhalt
Hakenberg;b Fehrbellin;16833;33927;Brandenburg
Hakendorf;b Zarrentin, Meckl;19246;38858;Mecklenburg-Vorpommern
Hakenhof;;25840;4881;Schlewig-Holstein
Hakenstedt;;39343;39409;Sachsen-Anhalt
Halbe;;15757;33765;Brandenburg
Halbemond;;26524;4934;Niedersachsen
Halbendorf;b Weißwasser;2953;35773;Sachsen
Halberstadt;;38820;3941;Sachsen-Anhalt
Halbertshof;;89165;7347;Baden-Württemberg
Halblech;;87642;8368;Bayern
Halbs;;56457;2663;Rheinland-Pfalz
Haldenhof;b Plüderhausen;73655;7182;Baden-Württemberg
Haldensleben;;39340;3904;Sachsen-Anhalt
Haldenwang;, Allgäu;87490;8304;Bayern
Haldenwang;, Kr Günzburg;89356;8222;Bayern
Halen;, Gem Emstek;49685;4474;Niedersachsen
Halenbeck;;16945;33986;Brandenburg
Halfing;;83128;8055;Bayern
Hallabruck;;83359;861;Bayern
Hallbergmoos;;85399;811;Bayern
Halle;(Saale);6108;345;Sachsen-Anhalt
Halle;(Saale);6110;345;Sachsen-Anhalt
Halle;(Saale);6112;345;Sachsen-Anhalt
Halle;(Saale);6114;345;Sachsen-Anhalt
Halle;(Saale);6116;345;Sachsen-Anhalt
Halle;(Saale);6118;345;Sachsen-Anhalt
Halle;(Saale);6120;345;Sachsen-Anhalt
Halle;(Saale);6122;345;Sachsen-Anhalt
Halle;(Saale);6124;345;Sachsen-Anhalt
Halle;(Saale);6126;345;Sachsen-Anhalt
Halle;(Saale);6128;345;Sachsen-Anhalt
Halle;(Saale);6130;345;Sachsen-Anhalt
Halle;(Saale);6132;345;Sachsen-Anhalt
Halle;(Westf.);33790;5201;Nordrhein-Westfalen
Halle;, Kr Holzminden;37620;5533;Niedersachsen
Halle;b Neuenhaus, Dinkel;49843;5942;Niedersachsen
Hallenberg;;59969;2984;Nordrhein-Westfalen
Hallerndorf;;91352;9545;Bayern
Hallgarten;, Pfalz;67826;6362;Rheinland-Pfalz
Hallschlag;;54611;6557;Rheinland-Pfalz
Hallstadt;;96103;951;Bayern
Hallungen;;99826;36924;Thüringen
Halmannsöd;;83552;8075;Bayern
Hals;, Gem Wüstenrot;71577;7903;Baden-Württemberg
Halsbach;, Kr Altötting;84553;8623;Bayern
Halsbrücke;;9633;3731;Sachsen
Halsdorf;, Eifel;54646;6522;Rheinland-Pfalz
Halsenbach;;56283;6747;Rheinland-Pfalz
Halstenbek;, Holst;25469;4101;Schlewig-Holstein
Haltern am See;;45721;2364;Nordrhein-Westfalen
Halver;;58553;2353;Nordrhein-Westfalen
Halvesbostel;;21646;451;Niedersachsen
Hambach;b Diez;65582;6432;Rheinland-Pfalz
Hamberge;, Holst;23619;451;Schlewig-Holstein
Hamberge;b Grevesmühlen;23936;3881;Mecklenburg-Vorpommern
Hambergen;b Bremen;27729;4793;Niedersachsen
Hambrücken;;76707;7255;Baden-Württemberg
Hambuch;, Eifel;56761;2653;Rheinland-Pfalz
Hambühren;;29313;5084;Niedersachsen
Hamburg;;20095;40;Hamburg
Hamburg;;20097;40;Hamburg
Hamburg;;20099;40;Hamburg
Hamburg;;20144;40;Hamburg
Hamburg;;20146;40;Hamburg
Hamburg;;20148;40;Hamburg
Hamburg;;20149;40;Hamburg
Hamburg;;20249;40;Hamburg
Hamburg;;20251;40;Hamburg
Hamburg;;20253;40;Hamburg
Hamburg;;20255;40;Hamburg
Hamburg;;20257;40;Hamburg
Hamburg;;20259;40;Hamburg
Hamburg;;20354;40;Hamburg
Hamburg;;20355;40;Hamburg
Hamburg;;20357;40;Hamburg
Hamburg;;20359;40;Hamburg
Hamburg;;20457;40;Hamburg
Hamburg;;20459;40;Hamburg
Hamburg;;20535;40;Hamburg
Hamburg;;20537;40;Hamburg
Hamburg;;20539;40;Hamburg
Hamburg;;21029;40;Hamburg
Hamburg;;21031;40;Hamburg
Hamburg;;21033;40;Hamburg
Hamburg;;21035;40;Hamburg
Hamburg;;21037;40;Hamburg
Hamburg;;21039;40;Hamburg
Hamburg;;21073;40;Hamburg
Hamburg;;21075;40;Hamburg
Hamburg;;21077;40;Hamburg
Hamburg;;21079;40;Hamburg
Hamburg;;21107;40;Hamburg
Hamburg;;21109;40;Hamburg
Hamburg;;21129;40;Hamburg
Hamburg;;21147;40;Hamburg
Hamburg;;21149;40;Hamburg
Hamburg;;22041;40;Hamburg
Hamburg;;22043;40;Hamburg
Hamburg;;22045;40;Hamburg
Hamburg;;22047;40;Hamburg
Hamburg;;22049;40;Hamburg
Hamburg;;22081;40;Hamburg
Hamburg;;22083;40;Hamburg
Hamburg;;22085;40;Hamburg
Hamburg;;22087;40;Hamburg
Hamburg;;22089;40;Hamburg
Hamburg;;22111;40;Hamburg
Hamburg;;22113;40;Hamburg
Hamburg;;22115;40;Hamburg
Hamburg;;22117;40;Hamburg
Hamburg;;22119;40;Hamburg
Hamburg;;22143;40;Hamburg
Hamburg;;22145;40;Hamburg
Hamburg;;22147;40;Hamburg
Hamburg;;22149;40;Hamburg
Hamburg;;22159;40;Hamburg
Hamburg;;22175;40;Hamburg
Hamburg;;22177;40;Hamburg
Hamburg;;22179;40;Hamburg
Hamburg;;22297;40;Hamburg
Hamburg;;22299;40;Hamburg
Hamburg;;22301;40;Hamburg
Hamburg;;22303;40;Hamburg
Hamburg;;22305;40;Hamburg
Hamburg;;22307;40;Hamburg
Hamburg;;22309;40;Hamburg
Hamburg;;22335;40;Hamburg
Hamburg;;22337;40;Hamburg
Hamburg;;22339;40;Hamburg
Hamburg;;22359;40;Hamburg
Hamburg;;22391;40;Hamburg
Hamburg;;22393;40;Hamburg
Hamburg;;22395;40;Hamburg
Hamburg;;22397;40;Hamburg
Hamburg;;22399;40;Hamburg
Hamburg;;22415;40;Hamburg
Hamburg;;22417;40;Hamburg
Hamburg;;22419;40;Hamburg
Hamburg;;22453;40;Hamburg
Hamburg;;22455;40;Hamburg
Hamburg;;22457;40;Hamburg
Hamburg;;22459;40;Hamburg
Hamburg;;22523;40;Hamburg
Hamburg;;22525;40;Hamburg
Hamburg;;22527;40;Hamburg
Hamburg;;22529;40;Hamburg
Hamburg;;22547;40;Hamburg
Hamburg;;22549;40;Hamburg
Hamburg;;22559;40;Hamburg
Hamburg;;22587;40;Hamburg
Hamburg;;22589;40;Hamburg
Hamburg;;22605;40;Hamburg
Hamburg;;22607;40;Hamburg
Hamburg;;22609;40;Hamburg
Hamburg;;22761;40;Hamburg
Hamburg;;22763;40;Hamburg
Hamburg;;22765;40;Hamburg
Hamburg;;22767;40;Hamburg
Hamburg;;22769;40;Hamburg
Hamburg-Insel Neuwerk;;27499;4721;Hamburg
Hamburg-Insel Neuwerk;;27499;4721;Hamburg
Hamdorf;b Rendsburg;24805;4332;Schlewig-Holstein
Hämelhausen;;27324;4254;Niedersachsen
Hameln;;31785;5151;Niedersachsen
Hameln;;31787;5151;Niedersachsen
Hameln;;31789;5151;Niedersachsen
Hamersen;;27419;4282;Niedersachsen
Hamersleben;;39393;39401;Sachsen-Anhalt
Hämerten;;39590;39322;Sachsen-Anhalt
Hamfelde, Kr Hzgt Lauenburg;;22929;4154;Schlewig-Holstein
Hamfelde, Kr Stormarn;;22929;4154;Schlewig-Holstein
Hamm;, Eifel;54636;6569;Rheinland-Pfalz
Hamm;(Sieg);57577;2682;Rheinland-Pfalz
Hamm;, Westf;59063;2381;Nordrhein-Westfalen
Hamm;, Westf;59065;2381;Nordrhein-Westfalen
Hamm;, Westf;59067;2381;Nordrhein-Westfalen
Hamm;, Westf;59069;2381;Nordrhein-Westfalen
Hamm;, Westf;59071;2381;Nordrhein-Westfalen
Hamm;, Westf;59073;2381;Nordrhein-Westfalen
Hamm;, Westf;59075;2381;Nordrhein-Westfalen
Hamm;, Westf;59077;2381;Nordrhein-Westfalen
Hamm;, Rheinhess;67580;6246;Rheinland-Pfalz
Hamma;;99765;36333;Thüringen
Hammah;, Niederelbe;21714;4144;Niedersachsen
Hammelburg;;97762;9732;Bayern
Hammelspring;;17268;3987;Brandenburg
Hammer;b Oranienburg;16559;33393;Brandenburg
Hammer;a.d. Uecker;17358;3976;Mecklenburg-Vorpommern
Hammer;, Württ;78580;;Baden-Württemberg
Hammerbirkenfeld;;55758;6786;Rheinland-Pfalz
Hammerbrücke;;8269;37465;Sachsen
Hammermühle;b Selters, Westerwald;56242;2626;Rheinland-Pfalz
Hammermühle;b Westerburg, Westerw;56459;2663;Rheinland-Pfalz
Hammersbach;, Hess;63546;6185;Hessen
Hammersfeld;;99326;3629;Thüringen
Hammerstedt;;99441;36453;Thüringen
Hammerstein;, Rhein;56598;2635;Rheinland-Pfalz
Hamminkeln;;46499;2852;Nordrhein-Westfalen
Hammoor;b Ahrensburg;22941;4532;Schlewig-Holstein
Hamwarde;;21502;4152;Schlewig-Holstein
Hamweddel;;24816;4875;Schlewig-Holstein
Hanau;;63450;6181;Hessen
Hanau;;63452;6181;Hessen
Hanau;;63454;6181;Hessen
Hanau;;63456;6181;Hessen
Hanau;;63457;6181;Hessen
Hanchesmühle;, Gem Birstein;63699;;Hessen
Handeloh;;21256;4188;Niedersachsen
Handewitt;;24983;4608;Schlewig-Holstein
Handorf;, Winsener Marsch;21447;451;Niedersachsen
Handrup;;49838;5904;Niedersachsen
Hanerau-Hademarschen;;25557;4872;Schlewig-Holstein
Hanffabrik;;14641;3321;Brandenburg
Hangelsberg;;15518;33632;Brandenburg
Hangen-Weisheim;;55234;6735;Rheinland-Pfalz
Hanhofen;;67374;6344;Rheinland-Pfalz
Hänichen;b Freital;1728;351;Sachsen
Hankensbüttel;;29386;5832;Niedersachsen
Hann. Münden;;34346;5545;Niedersachsen
Hannover;;30159;511;Niedersachsen
Hannover;;30161;511;Niedersachsen
Hannover;;30163;511;Niedersachsen
Hannover;;30165;511;Niedersachsen
Hannover;;30167;511;Niedersachsen
Hannover;;30169;511;Niedersachsen
Hannover;;30171;511;Niedersachsen
Hannover;;30173;511;Niedersachsen
Hannover;;30175;511;Niedersachsen
Hannover;;30177;511;Niedersachsen
Hannover;;30179;511;Niedersachsen
Hannover;;30419;511;Niedersachsen
Hannover;;30449;511;Niedersachsen
Hannover;;30451;511;Niedersachsen
Hannover;;30453;511;Niedersachsen
Hannover;;30455;511;Niedersachsen
Hannover;;30457;511;Niedersachsen
Hannover;;30459;511;Niedersachsen
Hannover;;30519;511;Niedersachsen
Hannover;;30521;511;Niedersachsen
Hannover;;30539;511;Niedersachsen
Hannover;;30559;511;Niedersachsen
Hannover;;30625;511;Niedersachsen
Hannover;;30627;511;Niedersachsen
Hannover;;30629;511;Niedersachsen
Hannover;;30655;511;Niedersachsen
Hannover;;30657;511;Niedersachsen
Hannover;;30659;511;Niedersachsen
Hannover;;30669;511;Niedersachsen
Hanroth;;56316;2684;Rheinland-Pfalz
Hanshagen;b Greifswald;17509;38352;Mecklenburg-Vorpommern
Hanshagen;b Grevesmühlen;23936;38822;Mecklenburg-Vorpommern
Hanstedt;, Nordheide;21271;4184;Niedersachsen
Hanstedt;, Kr Uelzen;29582;5822;Niedersachsen
Hanstorf;b Bad Doberan;18239;38207;Mecklenburg-Vorpommern
Hanstorf;b Grevesmühlen;23936;38824;Mecklenburg-Vorpommern
Hanum;;38489;39003;Sachsen-Anhalt
Happurg;;91230;9151;Bayern
Harbach;b Betzdorf, Sieg;57572;2734;Rheinland-Pfalz
Harbarnsen;;31097;5183;Niedersachsen
Harbke;;39365;39406;Sachsen-Anhalt
Harburg;(Schwaben);86655;9003;Bayern
Hardebek;;24616;4324;Schlewig-Holstein
Hardegsen;;37181;5505;Niedersachsen
Hardert;;56579;2634;Rheinland-Pfalz
Hardheim;, Odenw;74736;6283;Baden-Württemberg
Hardisleben;;99628;36377;Thüringen
Hardt;, Westerw;56472;2661;Rheinland-Pfalz
Hardt;b Schramberg;78739;7422;Baden-Württemberg
Hardt;b Sinzing;93152;9404;Bayern
Hardthausen;am Kocher;74239;7139;Baden-Württemberg
Hardthof;b Markgröningen;71706;7145;Baden-Württemberg
Hardtmühle;b Schwalmtal, Hess;36304;;Hessen
Haren;(Ems);49733;5932;Niedersachsen
Harfenmühle;;55758;6786;Rheinland-Pfalz
Hargarten;, Eifel;54649;6554;Rheinland-Pfalz
Hargesheim;;55595;671;Rheinland-Pfalz
Harkensee;;23942;38826;Mecklenburg-Vorpommern
Harkerode;;6543;34742;Sachsen-Anhalt
Harmsdorf;, Holst;23738;4363;Schlewig-Holstein
Harmsdorf;b Ratzeburg;23911;4541;Schlewig-Holstein
Harmshagen;;23936;38822;Mecklenburg-Vorpommern
Harmstorf;, Kr Harburg;21228;451;Niedersachsen
Harnekop;;16269;33436;Brandenburg
Harpstedt;;27243;4244;Niedersachsen
Harra;;7366;36642;Thüringen
Harras;b Eisfeld;98673;3686;Thüringen
Harrasmühle;;7806;36481;Thüringen
Harraß;b Wörnsmühl;83739;8025;Bayern
Harres;, Gem Hettenshausen;85304;8444;Bayern
Harrislee;;24955;461;Schlewig-Holstein
Harschbach;;56307;2684;Rheinland-Pfalz
Harschbacherfeld;;56459;2664;Rheinland-Pfalz
Harscheid;b Adenau;53520;2695;Rheinland-Pfalz
Harsdorf;, Oberfr;95499;9203;Bayern
Harsefeld;;21698;4164;Niedersachsen
Harsewinkel;;33428;5247;Nordrhein-Westfalen
Harsleben;;38829;3941;Sachsen-Anhalt
Harspelt;;54617;6559;Rheinland-Pfalz
Harst;;19243;38852;Mecklenburg-Vorpommern
Harsum;;31177;5127;Niedersachsen
Hartenfels;;56244;2626;Rheinland-Pfalz
Hartenholm;;24628;4195;Schlewig-Holstein
Hartensdorf;;15864;33672;Brandenburg
Hartenstein;b Zwickau;8118;37605;Sachsen
Hartenstein;, Mittelfr;91235;9152;Bayern
Hartha;b Döbeln;4746;34328;Sachsen
Harthausen;, Pfalz;67376;6344;Rheinland-Pfalz
Hartheim;, Breisgau;79258;7633;Baden-Württemberg
Harthhaus;;99947;;Thüringen
Harthof;b Eichstätt, Bay;85072;8421;Bayern
Härtlingen;;56459;2663;Rheinland-Pfalz
Hartmannsdorf;b Gera;7586;36605;Thüringen
Hartmannsdorf;b Eisenberg, Thür;7613;36693;Thüringen
Hartmannsdorf;b Kirchberg, Sachs;8107;37602;Sachsen
Hartmannsdorf;b Chemnitz, Sachs;9232;3722;Sachsen
Hartmannsdorf;b Fürstenwalde, Spree;15528;33633;Brandenburg
Hartmannsdorf-Reichenau;;1762;37326;Sachsen
Hartmannsgrün;b Auerbach, Vogtl;8233;37468;Sachsen
Harxheim;, Rheinhess;55296;6138;Rheinland-Pfalz
Harzgerode;;6493;39484;Sachsen-Anhalt
Harzungen;;99762;36331;Thüringen
Hasbergen;, Kr Osnabrück;49205;5405;Niedersachsen
Hasborn;, Eifel;54533;6574;Rheinland-Pfalz
Haschaberg;;93449;9975;Bayern
;;;;
Haschbach;am Remigiusberg;66871;6381;Rheinland-Pfalz
Hasel;;79686;7762;Baden-Württemberg
Haselau;;25489;4129;Schlewig-Holstein
Haselbach;b Altenburg, Thür;4617;34343;Thüringen
Haselbach;b Mitterfels;94354;9961;Bayern
Haselbach;b Sonneberg, Thür;96523;36762;Thüringen
Haselbach-Söldhaus;;73553;7171;Baden-Württemberg
Haselbach-Söldhaus;;73553;7171;Baden-Württemberg
Haseldell;;66904;6383;Rheinland-Pfalz
Haseldorf;;25489;4129;Schlewig-Holstein
Haselhof;b Plüderhausen;73655;7182;Baden-Württemberg
Haseloff;;14823;33843;Brandenburg
Haselund;;25855;4843;Schlewig-Holstein
Haselünne;;49740;5961;Niedersachsen
Häsen;;16775;33084;Brandenburg
Haseneck;b Rathsmannsdorf;94565;;Bayern
Hasenfelde;;15518;33635;Brandenburg
Hasenkrug;b Brokstedt;24616;4324;Schlewig-Holstein
Hasenmoor;;24640;4195;Schlewig-Holstein
Hasenmühle;, Rhein-Lahn-Kr;56357;6772;Rheinland-Pfalz
Hasenmühle;, Taunus;65510;;Hessen
Hasenthal;;96523;3681;Thüringen
Hasenwinkel;b Pritzwalk;16928;3395;Brandenburg
Hasenwinkel;b Sternberg;19417;3847;Mecklenburg-Vorpommern
Haserich;;56858;6545;Rheinland-Pfalz
Haslach;im Kinzigtal;77716;7832;Baden-Württemberg
Hasloch;, Main;97907;9342;Bayern
Hasloh;;25474;4106;Schlewig-Holstein
Haßbergen;;31626;5024;Niedersachsen
Hassel;(Weser);27324;4254;Niedersachsen
Hassel;b Stendal;39596;39321;Sachsen-Anhalt
Hasselbach;, Hunsrück;56288;6762;Rheinland-Pfalz
Hasselbach;, Westerw;57635;2686;Rheinland-Pfalz
Hasselberg;, Ostsee;24376;4642;Schlewig-Holstein
Hasselfelde;;38899;39459;Sachsen-Anhalt
Hasselroth;;63594;6055;Hessen
Hassendorf;b Rotenburg, Wümme;27367;4264;Niedersachsen
Haßfurt;;97437;9521;Bayern
Haßleben;, Thür;99189;36201;Thüringen
Haßloch;, Pfalz;67454;6324;Rheinland-Pfalz
Haßmersheim;;74855;6266;Baden-Württemberg
Haßmoor;;24790;4331;Schlewig-Holstein
Haste;b Wunstorf;31559;5723;Niedersachsen
Hastorf;b Bad Doberan;18239;38207;Mecklenburg-Vorpommern
Hastrungsfeld-Burla;;99848;3622;Thüringen
Hathenow;;15328;33601;Brandenburg
Hatten;, Oldb;26209;4482;Niedersachsen
Hattengehau;;99831;;Thüringen
Hattenhofen;, Württ;73110;7164;Baden-Württemberg
Hattenhofen;, Kr Fürstenfeldbruck;82285;8202;Bayern
Hattersbüllhallig;b Niebüll;25923;4664;Schlewig-Holstein
Hattersheim;am Main;65795;6190;Hessen
Hattert;;57644;2662;Rheinland-Pfalz
Hattgenstein;;55767;6782;Rheinland-Pfalz
Hatthal;;83552;8074;Bayern
Hattingen;, Ruhr;45525;2324;Nordrhein-Westfalen
Hattingen;, Ruhr;45527;2324;Nordrhein-Westfalen
Hattingen;, Ruhr;45529;2324;Nordrhein-Westfalen
Hattorf;am Harz;37197;5584;Niedersachsen
Hattstedt;;25856;4846;Schlewig-Holstein
Hattstedtermarsch;;25856;4846;Schlewig-Holstein
Hatzenbühl;;76770;7275;Rheinland-Pfalz
Hatzenport;;56332;2605;Rheinland-Pfalz
Hatzfeld;(Eder);35116;6467;Hessen
Hatzl;;83739;8064;Bayern
Haubitz;b Grimma;4668;3437;Sachsen
Hauenstein;, Pfalz;76846;6392;Rheinland-Pfalz
Haufeld;;7407;36743;Thüringen
Hauheck;;24376;;Schlewig-Holstein
Haundorf;am Brombachsee;91729;9837;Bayern
Hauneck;;36282;6621;Hessen
Haunetal;;36166;6673;Hessen
Haunsheim;;89437;9073;Bayern
Hauptstuhl;;66851;6372;Rheinland-Pfalz
Hauroth;;56761;2653;Rheinland-Pfalz
Hausach;, Schwarzwaldbahn;77756;7831;Baden-Württemberg
Hausbay;;56291;6746;Rheinland-Pfalz
Hausdorf;b Rochlitz;9306;34381;Sachsen
Hausen;, Eichsfeld;37327;3605;Thüringen
Hausen;(Wied);53547;2638;Rheinland-Pfalz
Hausen;, Hunsrück;55608;6544;Rheinland-Pfalz
Hausen;b Aschaffenburg;63840;6022;Bayern
Hausen;am Tann;72361;7436;Baden-Württemberg
Hausen;ob Verena;78595;7424;Baden-Württemberg
Hausen;im Wiesental;79688;7622;Baden-Württemberg
Hausen;am Bussen;89597;7393;Baden-Württemberg
Hausen;, Oberfr;91353;9191;Bayern
Hausen;, Niederbay;93345;9448;Bayern
Hausen;b. Würzburg;97262;9367;Bayern
Hausen;, Rhön;97647;9778;Bayern
Häusern;, Schwarzw;79837;7672;Baden-Württemberg
Hausham;;83734;8026;Bayern
Häuslarn;;93449;9975;Bayern
Häuslingen;, Aller;27336;5165;Niedersachsen
Hausneindorf;;6458;39481;Sachsen-Anhalt
Haussömmern;;99955;36041;Thüringen
Hausten;;56745;2655;Rheinland-Pfalz
Hausweiler;b Lauterecken;67742;6382;Rheinland-Pfalz
Hauteroda;;6577;34673;Thüringen
Hauzenberg;, Niederbay;94051;8586;Bayern
Havekost;b Schwarzenbek;21493;4151;Schlewig-Holstein
Havelberg;;39539;39387;Sachsen-Anhalt
Häven;b Brüel;19412;38483;Mecklenburg-Vorpommern
Haverlah;;38275;5341;Niedersachsen
Havetoft;;24873;4603;Schlewig-Holstein
Havetoftloit;;24875;4603;Schlewig-Holstein
Havixbeck;;48329;2507;Nordrhein-Westfalen
Hawangen;;87749;8332;Bayern
Hayingen;;72534;7386;Baden-Württemberg
Hayn;(Harz);6536;34658;Sachsen-Anhalt
Hayn;, Thür;99198;36209;Thüringen
Haynrode;;37339;36077;Thüringen
Haynsburg;;6712;34425;Sachsen-Anhalt
Hebertsfelden;;84332;8721;Bayern
Hebertshausen;;85241;89;Bayern
Hechendorf;b Wiehe;6571;34672;Thüringen
Hechingen;;72379;7471;Baden-Württemberg
Hechthausen;;21755;4774;Niedersachsen
Heckelberg;;16259;33451;Brandenburg
Hecken;, Hunsrück;55481;6763;Rheinland-Pfalz
Heckenbach;;53506;2647;Rheinland-Pfalz
Heckenhof;, Eifel;56826;;Rheinland-Pfalz
Heckenhof;b Hamm, Sieg;57539;2682;Rheinland-Pfalz
Heckenmünster;;54518;6508;Rheinland-Pfalz
Heckhuscheid;;54619;6559;Rheinland-Pfalz
Hecklingen;b Staßfurt;39444;3925;Sachsen-Anhalt
Heddert;;54429;6589;Rheinland-Pfalz
Heddesbach;;69434;6272;Baden-Württemberg
Heddesheim;, Baden;68542;6203;Baden-Württemberg
Hedeper;;38322;5336;Niedersachsen
Hedersleben;b Lutherstadt Eisleben;6295;3475;Sachsen-Anhalt
Hedersleben;b Aschersleben, Sachs-Anh;6458;39481;Sachsen-Anhalt
Hedwigenkoog;;25761;4833;Schlewig-Holstein
Heede;b Barmstedt;25355;4123;Schlewig-Holstein
Heede;, Ems;26892;4963;Niedersachsen
Heeg;, Westerw;53547;2638;Rheinland-Pfalz
Heek;;48619;2568;Nordrhein-Westfalen
Heemsen;;31622;5024;Niedersachsen
Heere;;38277;5345;Niedersachsen
Heeren;;39590;3931;Sachsen-Anhalt
Heerhof;;73441;7362;Baden-Württemberg
Heerstedt;;27616;4747;Niedersachsen
